date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,style_changes,num_workers,actual_productivity,year,month,day_of_month,productivity_gap,productivity_ratio,overtime_per_worker,incentive_per_worker,idle_time_per_worker,style_changes_per_worker,idle_time_ratio,low_productivity_flag,worker_efficiency
2015-01-14,Quarter2,sweing,Wednesday,Team 5,0.7,20.79,965.0,7320,0,0.0,0,0,58.0,0.700095563,2015,1,14,-9.556300000002071e-05,1.0001365185714286,126.20689655172414,0.0,0.0,0.0,0.0,False,0.0005805970733608665
2015-01-14,Quarter2,finishing,Wednesday,Team 8,0.8,2.9,984.375,1440,0,0.0,0,0,8.0,0.667329545,2015,1,14,0.13267045500000008,0.8341619312499999,180.0,0.0,0.0,0.0,0.0,False,0.028764204525862067
2015-01-14,Quarter2,sweing,Wednesday,Team 4,0.6,22.4,816.0,5100,23,0.0,0,0,57.0,0.600369686,2015,1,14,-0.0003696859999999802,1.0006161433333334,89.47368421052632,0.40350877192982454,0.0,0.0,0.0,False,0.0004702143530701754
2015-01-14,Quarter2,sweing,Wednesday,Team 10,0.5,22.4,947.0,3390,23,0.0,0,0,56.5,0.499980334,2015,1,14,1.966599999997376e-05,0.999960668,60.0,0.40707964601769914,0.0,0.0,0.0,False,0.0003950539933628319
2015-01-14,Quarter2,sweing,Wednesday,Team 11,0.35,14.61,838.0,7200,23,0.0,0,0,55.0,0.35003125,2015,1,14,-3.125000000003819e-05,1.0000892857142858,130.9090909090909,0.41818181818181815,0.0,0.0,0.0,False,0.00043560606060606065
2015-01-14,Quarter2,finishing,Wednesday,Team 10,0.8,3.94,1528.3333333333333,1260,0,0.0,0,0,8.0,0.332359307,2015,1,14,0.46764069300000005,0.41544913375,157.5,0.0,0.0,0.0,0.0,True,0.010544394257614213
2015-01-14,Quarter2,sweing,Wednesday,Team 2,0.8,51.02,1086.0,4260,27,0.0,0,0,57.0,0.311207464,2015,1,14,0.48879253600000006,0.38900933,74.73684210526316,0.47368421052631576,0.0,0.0,0.0,True,0.00010701254547580238
2015-01-14,Quarter2,finishing,Wednesday,Team 2,0.8,3.94,1326.280701754386,1260,0,0.0,0,0,8.0,0.247316017,2015,1,14,0.5526839830000001,0.30914502125,157.5,0.0,0.0,0.0,0.0,True,0.007846320336294416
2015-01-15,Quarter3,finishing,Thursday,Team 4,0.35,4.3,1218.677966101695,3600,0,0.0,0,0,20.0,0.988636364,2015,1,15,-0.638636364,2.824675325714286,180.0,0.0,0.0,0.0,0.0,False,0.011495771674418604
2015-01-15,Quarter3,finishing,Thursday,Team 10,0.8,3.94,1528.3333333333333,3420,0,0.0,0,0,19.0,0.953110048,2015,1,15,-0.15311004799999994,1.19138756,180.0,0.0,0.0,0.0,0.0,False,0.012731900187015763
2015-01-15,Quarter3,finishing,Thursday,Team 1,0.8,3.94,1609.1964285714287,1440,0,0.0,0,0,8.0,0.884261364,2015,1,15,-0.08426136399999995,1.105326705,180.0,0.0,0.0,0.0,0.0,False,0.02805397728426396
2015-01-15,Quarter3,finishing,Thursday,Team 5,0.65,4.15,773.7413793103449,1440,0,0.0,0,0,8.0,0.860653409,2015,1,15,-0.21065340899999996,1.3240821676923076,180.0,0.0,0.0,0.0,0.0,False,0.025923295451807226
2015-01-15,Quarter3,finishing,Thursday,Team 9,0.8,3.94,1283.7241379310344,1440,0,0.0,0,0,8.0,0.858143939,2015,1,15,-0.05814393899999992,1.07267992375,180.0,0.0,0.0,0.0,0.0,False,0.02722537877538071
2015-01-15,Quarter3,sweing,Thursday,Team 1,0.8,26.16,1160.0,10620,75,0.0,0,0,59.0,0.850502311,2015,1,15,-0.05050231099999991,1.06312788875,180.0,1.271186440677966,0.0,0.0,0.0,False,0.0005510433259472347
2015-01-15,Quarter3,sweing,Thursday,Team 8,0.8,25.9,1177.0,8970,60,0.0,0,0,56.5,0.850415628,2015,1,15,-0.05041562799999999,1.063019535,158.76106194690266,1.0619469026548674,0.0,0.0,0.0,False,0.0005811430129497387
2015-01-15,Quarter3,sweing,Thursday,Team 7,0.8,25.9,1281.0,10170,60,0.0,0,0,56.5,0.850136766,2015,1,15,-0.050136765999999944,1.0626709575,180.0,1.0619469026548674,0.0,0.0,0.0,False,0.0005809524488331569
2015-01-15,Quarter3,sweing,Thursday,Team 9,0.8,26.16,1369.0,10620,63,0.0,0,0,59.0,0.800117103,2015,1,15,-0.00011710300000000728,1.00014637875,180.0,1.0677966101694916,0.0,0.0,0.0,False,0.0005183985791478774
2015-01-15,Quarter3,sweing,Thursday,Team 6,0.8,11.61,1084.0,4950,38,0.0,0,0,31.5,0.80003139,2015,1,15,-3.13899999999645e-05,1.0000392375,157.14285714285714,1.2063492063492063,0.0,0.0,0.0,False,0.002187581559411017
2015-01-15,Quarter3,sweing,Thursday,Team 12,0.8,11.61,1216.0,4950,50,0.0,0,0,31.5,0.80003139,2015,1,15,-3.13899999999645e-05,1.0000392375,157.14285714285714,1.5873015873015872,0.0,0.0,0.0,False,0.002187581559411017
2015-01-15,Quarter3,sweing,Thursday,Team 5,0.7,20.79,391.0,10440,0,0.0,0,0,58.0,0.700060345,2015,1,15,-6.03450000000727e-05,1.0000862071428573,180.0,0.0,0.0,0.0,0.0,False,0.0005805678666799356
2015-01-15,Quarter3,finishing,Thursday,Team 7,0.8,2.9,999.5090909090909,1440,0,0.0,0,0,8.0,0.689299242,2015,1,15,0.11070075800000001,0.8616240525,180.0,0.0,0.0,0.0,0.0,False,0.029711174224137934
2015-01-15,Quarter3,sweing,Thursday,Team 3,0.5,22.52,1102.0,10170,30,0.0,0,0,56.5,0.660683293,2015,1,15,-0.16068329299999995,1.321366586,180.0,0.5309734513274337,0.0,0.0,0.0,False,0.0005192499827095679
2015-01-15,Quarter3,sweing,Thursday,Team 4,0.65,22.52,872.0,10080,26,0.0,0,0,56.0,0.650130952,2015,1,15,-0.0001309520000000175,1.0002014646153847,180.0,0.4642857142857143,0.0,0.0,0.0,False,0.0005155187071809186
2015-01-15,Quarter3,finishing,Thursday,Team 8,0.8,2.9,984.375,1440,0,0.0,0,0,8.0,0.606912879,2015,1,15,0.19308712100000003,0.75864109875,180.0,0.0,0.0,0.0,0.0,False,0.026160037887931035
2015-01-15,Quarter3,sweing,Thursday,Team 10,0.6,22.52,1076.0,10170,23,0.0,0,0,56.5,0.600291767,2015,1,15,-0.00029176699999999833,1.0004862783333333,180.0,0.40707964601769914,0.0,0.0,0.0,False,0.0004717865472578947
2015-01-15,Quarter3,sweing,Thursday,Team 11,0.5,14.89,917.0,9900,30,0.0,0,0,55.0,0.500025069,2015,1,15,-2.5068999999988684e-05,1.000050138,180.0,0.5454545454545454,0.0,0.0,0.0,False,0.0006105684950241162
2015-01-15,Quarter3,sweing,Thursday,Team 2,0.5,22.94,1044.0,9810,23,0.0,0,0,54.5,0.499998888,2015,1,15,1.112000000025315e-06,0.999997776,180.0,0.42201834862385323,0.0,0.0,0.0,False,0.00039992552410356494
2015-01-17,Quarter3,finishing,Saturday,Team 5,0.65,4.15,773.7413793103449,2700,0,0.0,0,0,15.0,0.98719697,2015,1,17,-0.33719696999999993,1.5187645692307692,180.0,0.0,0.0,0.0,0.0,False,0.015858585863453813
2015-01-17,Quarter3,finishing,Saturday,Team 2,0.8,3.94,1326.280701754386,1800,0,0.0,0,0,10.0,0.980909091,2015,1,17,-0.18090909099999997,1.22613636375,180.0,0.0,0.0,0.0,0.0,False,0.024896169822335026
2015-01-17,Quarter3,finishing,Saturday,Team 10,0.8,3.94,1528.3333333333333,1440,0,0.0,0,0,8.0,0.974621212,2015,1,17,-0.17462121199999991,1.218276515,180.0,0.0,0.0,0.0,0.0,False,0.030920723730964467
2015-01-17,Quarter3,finishing,Saturday,Team 1,0.8,3.94,1609.1964285714287,1440,0,0.0,0,0,8.0,0.884261364,2015,1,17,-0.08426136399999995,1.105326705,180.0,0.0,0.0,0.0,0.0,False,0.02805397728426396
2015-01-17,Quarter3,finishing,Saturday,Team 9,0.8,3.94,1283.7241379310344,1800,0,0.0,0,0,10.0,0.82680303,2015,1,17,-0.02680302999999995,1.0335037875,180.0,0.0,0.0,0.0,0.0,False,0.020984848477157363
2015-01-17,Quarter3,sweing,Saturday,Team 6,0.8,11.41,1067.0,5490,63,0.0,0,0,30.5,0.800343766,2015,1,17,-0.0003437659999999676,1.0004297075,180.0,2.0655737704918034,0.0,0.0,0.0,False,0.0022998053648654476
2015-01-17,Quarter3,sweing,Saturday,Team 12,0.8,11.61,1039.0,5670,63,0.0,0,0,31.5,0.800246753,2015,1,17,-0.00024675299999998845,1.00030844125,180.0,2.0,0.0,0.0,0.0,False,0.002188170441463982
2015-01-17,Quarter3,sweing,Saturday,Team 7,0.8,25.9,1396.0,10170,50,0.0,0,0,56.5,0.800128721,2015,1,17,-0.0001287209999999428,1.00016090125,180.0,0.8849557522123894,0.0,0.0,0.0,False,0.0005467787754125808
2015-01-17,Quarter3,sweing,Saturday,Team 8,0.8,25.9,1292.0,10170,50,0.0,0,0,56.5,0.800128721,2015,1,17,-0.0001287209999999428,1.00016090125,180.0,0.8849557522123894,0.0,0.0,0.0,False,0.0005467787754125808
2015-01-17,Quarter3,sweing,Saturday,Team 1,0.8,48.68,171.0,10620,63,0.0,0,0,59.0,0.800117103,2015,1,17,-0.00011710300000000728,1.00014637875,180.0,1.0677966101694916,0.0,0.0,0.0,False,0.0002785806661977912
2015-01-17,Quarter3,sweing,Saturday,Team 9,0.8,26.16,1128.0,10620,63,0.0,0,0,59.0,0.800117103,2015,1,17,-0.00011710300000000728,1.00014637875,180.0,1.0677966101694916,0.0,0.0,0.0,False,0.0005183985791478774
2015-01-17,Quarter3,sweing,Saturday,Team 2,0.6,22.94,865.0,6570,23,0.0,0,0,56.5,0.77011398,2015,1,17,-0.17011398,1.2835233,116.28318584070796,0.40707964601769914,0.0,0.0,0.0,False,0.0005941733186226477
2015-01-17,Quarter3,sweing,Saturday,Team 4,0.7,22.52,825.0,10170,50,0.0,0,0,56.5,0.7005417,2015,1,17,-0.0005417000000000893,1.0007738571428573,180.0,0.8849557522123894,0.0,0.0,0.0,False,0.0005505758499819237
2015-01-17,Quarter3,finishing,Saturday,Team 8,0.8,2.9,984.375,1440,0,0.0,0,0,8.0,0.675568182,2015,1,17,0.12443181800000003,0.8444602274999999,180.0,0.0,0.0,0.0,0.0,False,0.029119318189655175
2015-01-17,Quarter3,finishing,Saturday,Team 7,0.8,2.9,999.5090909090909,1440,0,0.0,0,0,8.0,0.661837121,2015,1,17,0.13816287900000002,0.82729640125,180.0,0.0,0.0,0.0,0.0,False,0.02852746211206897
2015-01-17,Quarter3,sweing,Saturday,Team 10,0.65,22.52,1163.0,9720,35,0.0,0,0,54.0,0.650198653,2015,1,17,-0.00019865299999999309,1.00030562,180.0,0.6481481481481481,0.0,0.0,0.0,False,0.0005346676641339386
2015-01-17,Quarter3,sweing,Saturday,Team 3,0.6,22.52,1140.0,10170,30,0.0,0,0,56.5,0.600291767,2015,1,17,-0.00029176699999999833,1.0004862783333333,180.0,0.5309734513274337,0.0,0.0,0.0,False,0.0004717865472578947
2015-01-17,Quarter3,sweing,Saturday,Team 11,0.6,14.89,1027.0,10080,38,0.0,0,0,56.0,0.600273268,2015,1,17,-0.0002732680000000487,1.0004554466666669,180.0,0.6785714285714286,0.0,0.0,0.0,False,0.0007198902283411686
2015-01-17,Quarter3,finishing,Saturday,Team 6,0.8,2.9,936.5593220338983,900,0,0.0,0,0,5.0,0.465757576,2015,1,17,0.33424242400000004,0.5821969699999999,180.0,0.0,0.0,0.0,0.0,True,0.03212121213793104
2015-01-17,Quarter3,sweing,Saturday,Team 5,0.7,41.19,1052.0,10440,21,0.0,0,0,58.0,0.452012539,2015,1,17,0.24798746099999996,0.6457321985714286,180.0,0.3620689655172414,0.0,0.0,0.0,True,0.00018920416698060293
2015-01-17,Quarter3,finishing,Saturday,Team 11,0.8,4.15,968.1355932203389,1260,0,0.0,0,0,7.0,0.313852814,2015,1,17,0.48614718600000006,0.39231601749999995,180.0,0.0,0.0,0.0,0.0,True,0.01080388344234079
2015-01-18,Quarter3,finishing,Sunday,Team 5,0.6,4.15,773.7413793103449,1440,0,0.0,0,0,8.0,0.852793561,2015,1,18,-0.25279356100000006,1.4213226016666667,180.0,0.0,0.0,0.0,0.0,False,0.025686553042168672
2015-01-18,Quarter3,finishing,Sunday,Team 11,0.65,4.15,968.1355932203389,2160,0,0.0,0,0,12.0,0.838383838,2015,1,18,-0.18838383800000003,1.2898212892307692,180.0,0.0,0.0,0.0,0.0,False,0.016835016827309236
2015-01-18,Quarter3,finishing,Sunday,Team 6,0.8,2.9,936.5593220338983,1800,0,0.0,0,0,10.0,0.804848485,2015,1,18,-0.0048484849999999025,1.00606060625,180.0,0.0,0.0,0.0,0.0,False,0.027753396034482757
2015-01-18,Quarter3,sweing,Sunday,Team 6,0.8,11.41,1140.0,5490,63,0.0,0,0,30.5,0.800343766,2015,1,18,-0.0003437659999999676,1.0004297075,180.0,2.0655737704918034,0.0,0.0,0.0,False,0.0022998053648654476
2015-01-18,Quarter3,sweing,Sunday,Team 7,0.8,48.84,624.0,10170,50,0.0,0,0,56.5,0.800128721,2015,1,18,-0.0001287209999999428,1.00016090125,180.0,0.8849557522123894,0.0,0.0,0.0,False,0.0002899584415066716
2015-01-18,Quarter3,sweing,Sunday,Team 8,0.8,25.9,1288.0,10170,38,0.0,0,0,56.5,0.800128721,2015,1,18,-0.0001287209999999428,1.00016090125,180.0,0.672566371681416,0.0,0.0,0.0,False,0.0005467787754125808
2015-01-18,Quarter3,sweing,Sunday,Team 9,0.8,26.16,1381.0,3660,50,0.0,0,0,59.0,0.800015009,2015,1,18,-1.5008999999954753e-05,1.00001876125,62.03389830508475,0.847457627118644,0.0,0.0,0.0,False,0.0005183324320997253
2015-01-18,Quarter3,sweing,Sunday,Team 4,0.7,22.52,882.0,10170,50,0.0,0,0,56.5,0.7005417,2015,1,18,-0.0005417000000000893,1.0007738571428573,180.0,0.8849557522123894,0.0,0.0,0.0,False,0.0005505758499819237
2015-01-18,Quarter3,sweing,Sunday,Team 10,0.7,22.52,1002.0,10080,40,0.0,0,0,56.0,0.700094156,2015,1,18,-9.415600000006741e-05,1.0001345085714286,180.0,0.7142857142857143,0.0,0.0,0.0,False,0.0005551368275818321
2015-01-18,Quarter3,finishing,Sunday,Team 7,0.8,2.9,999.5090909090909,1440,0,0.0,0,0,8.0,0.692045455,2015,1,18,0.10795454500000001,0.86505681875,180.0,0.0,0.0,0.0,0.0,False,0.029829545474137933
2015-01-18,Quarter3,sweing,Sunday,Team 12,0.8,26.87,585.0,5670,56,0.0,0,0,31.5,0.662255892,2015,1,18,0.13774410800000003,0.8278198649999999,180.0,1.7777777777777777,0.0,0.0,0.0,False,0.0007824338135998723
2015-01-18,Quarter3,sweing,Sunday,Team 3,0.65,22.52,1138.0,10170,35,0.0,0,0,56.5,0.650416734,2015,1,18,-0.0004167339999999742,1.000641129230769,180.0,0.6194690265486725,0.0,0.0,0.0,False,0.0005111811990128735
2015-01-18,Quarter3,sweing,Sunday,Team 11,0.65,14.89,1140.0,10260,44,0.0,0,0,57.0,0.650299575,2015,1,18,-0.00029957499999999637,1.0004608846153846,180.0,0.7719298245614035,0.0,0.0,0.0,False,0.0007662031211339295
2015-01-18,Quarter3,sweing,Sunday,Team 2,0.65,22.94,1025.0,10170,26,0.0,0,0,56.5,0.650243497,2015,1,18,-0.0002434969999999259,1.0003746107692306,180.0,0.46017699115044247,0.0,0.0,0.0,False,0.0005016885117775496
2015-01-18,Quarter3,finishing,Sunday,Team 8,0.8,2.9,984.375,1440,0,0.0,0,0,8.0,0.639867424,2015,1,18,0.16013257600000008,0.7998342799999999,180.0,0.0,0.0,0.0,0.0,False,0.027580492413793102
2015-01-18,Quarter3,sweing,Sunday,Team 5,0.6,20.4,1031.0,10440,30,0.0,0,0,58.0,0.600062696,2015,1,18,-6.269599999997322e-05,1.0001044933333334,180.0,0.5172413793103449,0.0,0.0,0.0,False,0.0005071523799864774
2015-01-18,Quarter3,finishing,Sunday,Team 9,0.8,3.94,1283.7241379310344,1800,0,0.0,0,0,10.0,0.582045455,2015,1,18,0.217954545,0.72755681875,180.0,0.0,0.0,0.0,0.0,False,0.01477272728426396
2015-01-18,Quarter3,sweing,Sunday,Team 1,0.8,49.1,1381.0,10350,24,0.0,0,0,57.5,0.403242161,2015,1,18,0.39675783900000006,0.5040527012499999,180.0,0.41739130434782606,0.0,0.0,0.0,True,0.0001428290661471708
2015-01-18,Quarter3,finishing,Sunday,Team 10,0.7,3.94,1528.3333333333333,1440,0,0.0,0,0,8.0,0.235795455,2015,1,18,0.46420454499999997,0.33685065000000003,180.0,0.0,0.0,0.0,0.0,True,0.007480820272842639
2015-01-19,Quarter3,finishing,Monday,Team 4,0.7,4.3,1218.677966101695,5040,0,0.0,0,0,28.0,0.977272727,2015,1,19,-0.27727272700000005,1.3961038957142857,180.0,0.0,0.0,0.0,0.0,False,0.00811688311461794
2015-01-19,Quarter3,finishing,Monday,Team 9,0.8,3.94,1283.7241379310344,1800,0,0.0,0,0,10.0,0.964106061,2015,1,19,-0.16410606099999991,1.2051325762499998,180.0,0.0,0.0,0.0,0.0,False,0.02446969697969543
2015-01-19,Quarter3,finishing,Monday,Team 5,0.65,4.15,773.7413793103449,1440,0,0.0,0,0,8.0,0.958901515,2015,1,19,-0.30890151499999996,1.4752330999999999,180.0,0.0,0.0,0.0,0.0,False,0.028882575753012046
2015-01-19,Quarter3,sweing,Monday,Team 6,0.8,11.41,1028.0,4380,50,0.0,0,0,31.0,0.800358775,2015,1,19,-0.00035877499999992235,1.00044846875,141.29032258064515,1.6129032258064515,0.0,0.0,0.0,False,0.0022627541630148994
2015-01-19,Quarter3,sweing,Monday,Team 8,0.8,25.9,1380.0,3630,50,0.0,0,0,56.5,0.800162602,2015,1,19,-0.00016260199999995617,1.0002032525,64.24778761061947,0.8849557522123894,0.0,0.0,0.0,False,0.00054680192845184
2015-01-19,Quarter3,sweing,Monday,Team 9,0.8,26.16,1196.0,10620,63,0.0,0,0,59.0,0.800117103,2015,1,19,-0.00011710300000000728,1.00014637875,180.0,1.0677966101694916,0.0,0.0,0.0,False,0.0005183985791478774
2015-01-19,Quarter3,finishing,Monday,Team 12,0.8,2.9,1259.915254237288,1440,0,0.0,0,0,8.0,0.793844697,2015,1,19,0.006155303000000001,0.99230587125,180.0,0.0,0.0,0.0,0.0,False,0.0342174438362069
2015-01-19,Quarter3,sweing,Monday,Team 2,0.7,22.94,1006.0,10170,38,0.0,0,0,56.5,0.750517565,2015,1,19,-0.05051756500000004,1.07216795,180.0,0.672566371681416,0.0,0.0,0.0,False,0.0005790539113192552
2015-01-19,Quarter3,sweing,Monday,Team 4,0.7,22.52,930.0,10260,63,0.0,0,0,57.0,0.750068049,2015,1,19,-0.05006804900000006,1.0715257842857144,180.0,1.105263157894737,0.0,0.0,0.0,False,0.0005843289777507714
2015-01-19,Quarter3,sweing,Monday,Team 3,0.7,22.52,1095.0,10170,50,0.0,0,0,56.5,0.750062751,2015,1,19,-0.050062751000000016,1.0715182157142857,180.0,0.8849557522123894,0.0,0.0,0.0,False,0.0005894958668007986
2015-01-19,Quarter3,sweing,Monday,Team 10,0.7,22.52,938.0,10080,63,0.0,0,0,56.0,0.750057359,2015,1,19,-0.05005735900000008,1.071510512857143,180.0,1.125,0.0,0.0,0.0,False,0.0005947549471897996
2015-01-19,Quarter3,sweing,Monday,Team 11,0.7,14.89,1484.0,10260,50,0.0,0,0,57.0,0.700170388,2015,1,19,-0.0001703880000000213,1.0002434114285714,180.0,0.8771929824561403,0.0,0.0,0.0,False,0.0008249624592037515
2015-01-19,Quarter3,finishing,Monday,Team 8,0.8,2.9,984.375,1440,0,0.0,0,0,8.0,0.683806818,2015,1,19,0.11619318200000006,0.8547585225,180.0,0.0,0.0,0.0,0.0,False,0.02947443181034483
2015-01-19,Quarter3,sweing,Monday,Team 5,0.65,20.4,1255.0,8280,35,0.0,0,0,58.0,0.650066445,2015,1,19,-6.644499999997056e-05,1.000102223076923,142.75862068965517,0.603448275862069,0.0,0.0,0.0,False,0.0005494138311359027
2015-01-19,Quarter3,sweing,Monday,Team 7,0.8,48.84,1040.0,10260,30,0.0,0,0,57.0,0.576460393,2015,1,19,0.22353960700000008,0.7205754912499999,180.0,0.5263157894736842,0.0,0.0,0.0,False,0.00020707084824058507
2015-01-19,Quarter3,sweing,Monday,Team 1,0.5,22.94,1492.0,10170,30,0.0,0,0,56.5,0.549969429,2015,1,19,-0.04996942900000001,1.099938858,180.0,0.5309734513274337,0.0,0.0,0.0,False,0.00042432311223584415
2015-01-19,Quarter3,finishing,Monday,Team 10,0.7,3.94,1528.3333333333333,1440,0,0.0,0,0,8.0,0.538399621,2015,1,19,0.1616003789999999,0.7691423157142858,180.0,0.0,0.0,0.0,0.0,False,0.01708120625
2015-01-19,Quarter3,finishing,Monday,Team 11,0.7,4.15,968.1355932203389,1440,0,0.0,0,0,8.0,0.409545455,2015,1,19,0.29045454499999995,0.5850649357142857,180.0,0.0,0.0,0.0,0.0,True,0.012335706475903613
2015-01-19,Quarter3,sweing,Monday,Team 12,0.35,15.26,1111.0,6120,23,0.0,0,0,34.0,0.35021836,2015,1,19,-0.00021836000000002853,1.0006238857142857,180.0,0.6764705882352942,0.0,0.0,0.0,False,0.000675002621231979
2015-01-20,Quarter3,finishing,Tuesday,Team 5,0.7,4.15,773.7413793103449,1440,0,0.0,0,0,8.0,1.033570076,2015,1,20,-0.333570076,1.47652868,180.0,0.0,0.0,0.0,0.0,False,0.031131628795180718
2015-01-20,Quarter3,sweing,Tuesday,Team 6,0.8,11.41,1047.0,5580,63,0.0,0,0,31.0,0.800261486,2015,1,20,-0.00026148599999997746,1.0003268575,180.0,2.032258064516129,0.0,0.0,0.0,False,0.002262479110005372
2015-01-20,Quarter3,sweing,Tuesday,Team 8,0.8,25.9,1434.0,10170,50,0.0,0,0,56.5,0.800128721,2015,1,20,-0.0001287209999999428,1.00016090125,180.0,0.8849557522123894,0.0,0.0,0.0,False,0.0005467787754125808
2015-01-20,Quarter3,sweing,Tuesday,Team 9,0.8,26.16,399.0,10620,63,0.0,0,0,59.0,0.800117103,2015,1,20,-0.00011710300000000728,1.00014637875,180.0,1.0677966101694916,0.0,0.0,0.0,False,0.0005183985791478774
2015-01-20,Quarter3,sweing,Tuesday,Team 4,0.7,22.52,983.0,10260,63,0.0,0,0,57.0,0.750068049,2015,1,20,-0.05006804900000006,1.0715257842857144,180.0,1.105263157894737,0.0,0.0,0.0,False,0.0005843289777507714
2015-01-20,Quarter3,sweing,Tuesday,Team 10,0.7,22.52,1108.0,10080,63,0.0,0,0,56.0,0.750057359,2015,1,20,-0.05005735900000008,1.071510512857143,180.0,1.125,0.0,0.0,0.0,False,0.0005947549471897996
2015-01-20,Quarter3,sweing,Tuesday,Team 3,0.7,22.52,1134.0,8460,50,0.0,0,0,57.0,0.750037968,2015,1,20,-0.050037968000000044,1.0714828114285715,148.42105263157896,0.8771929824561403,0.0,0.0,0.0,False,0.0005843055436103581
2015-01-20,Quarter3,sweing,Tuesday,Team 2,0.7,22.94,1363.0,10260,50,0.0,0,0,57.0,0.750031898,2015,1,20,-0.050031898000000075,1.07147414,180.0,0.8771929824561403,0.0,0.0,0.0,False,0.0005736030667339666
2015-01-20,Quarter3,finishing,Tuesday,Team 9,0.8,3.94,1283.7241379310344,1800,0,0.0,0,0,10.0,0.72830303,2015,1,20,0.07169697000000008,0.9103787874999999,180.0,0.0,0.0,0.0,0.0,False,0.01848484847715736
2015-01-20,Quarter3,sweing,Tuesday,Team 11,0.7,14.89,1501.0,10260,50,0.0,0,0,57.0,0.700170388,2015,1,20,-0.0001703880000000213,1.0002434114285714,180.0,0.8771929824561403,0.0,0.0,0.0,False,0.0008249624592037515
2015-01-20,Quarter3,sweing,Tuesday,Team 5,0.7,20.4,1352.0,10260,50,0.0,0,0,57.0,0.700063796,2015,1,20,-6.379600000006036e-05,1.0000911371428571,180.0,0.8771929824561403,0.0,0.0,0.0,False,0.0006020500481596148
2015-01-20,Quarter3,finishing,Tuesday,Team 8,0.8,2.9,984.375,1440,0,0.0,0,0,8.0,0.639867424,2015,1,20,0.16013257600000008,0.7998342799999999,180.0,0.0,0.0,0.0,0.0,False,0.027580492413793102
2015-01-20,Quarter3,sweing,Tuesday,Team 12,0.5,15.26,1352.0,3720,23,0.0,0,0,34.0,0.500290419,2015,1,20,-0.00029041900000004173,1.000580838,109.41176470588235,0.6764705882352942,0.0,0.0,0.0,False,0.0009642479743273457
2015-01-20,Quarter3,sweing,Tuesday,Team 7,0.35,22.94,1450.0,10080,30,0.0,0,0,56.0,0.400332792,2015,1,20,-0.050332792000000015,1.143807977142857,180.0,0.5357142857142857,0.0,0.0,0.0,False,0.00031163033379001117
2015-01-20,Quarter3,finishing,Tuesday,Team 11,0.7,4.15,968.1355932203389,2700,0,0.0,0,0,15.0,0.362666667,2015,1,20,0.33733333299999996,0.5180952385714286,180.0,0.0,0.0,0.0,0.0,True,0.005825970554216867
2015-01-21,Quarter3,finishing,Wednesday,Team 4,0.75,4.3,1218.677966101695,6000,0,0.0,0,0,20.0,0.978525641,2015,1,21,-0.22852564099999995,1.3047008546666665,300.0,0.0,0.0,0.0,0.0,False,0.011378205127906976
2015-01-21,Quarter3,finishing,Wednesday,Team 2,0.7,3.94,1326.280701754386,5100,0,0.0,0,0,17.0,0.912202112,2015,1,21,-0.21220211200000005,1.3031458742857145,300.0,0.0,0.0,0.0,0.0,False,0.01361902227530606
2015-01-21,Quarter3,sweing,Wednesday,Team 4,0.75,22.52,825.0,10080,94,0.0,0,0,56.0,0.900556277,2015,1,21,-0.15055627699999996,1.2007417026666667,180.0,1.6785714285714286,0.0,0.0,0.0,False,0.0007140924551192591
2015-01-21,Quarter3,sweing,Wednesday,Team 6,0.8,11.61,916.0,5760,75,0.0,0,0,89.0,0.850410511,2015,1,21,-0.050410510999999936,1.06301313875,64.71910112359551,0.8426966292134831,0.0,0.0,0.0,False,0.0008230124272953382
2015-01-21,Quarter3,finishing,Wednesday,Team 9,0.8,3.94,1283.7241379310344,2400,0,0.0,0,0,8.0,0.827147436,2015,1,21,-0.027147435999999914,1.033934295,300.0,0.0,0.0,0.0,0.0,False,0.026241987182741115
2015-01-21,Quarter3,sweing,Wednesday,Team 8,0.8,25.9,562.0,7470,38,0.0,0,0,56.5,0.800436542,2015,1,21,-0.0004365419999999842,1.0005456775,132.21238938053096,0.672566371681416,0.0,0.0,0.0,False,0.0005469891290531999
2015-01-21,Quarter3,sweing,Wednesday,Team 2,0.7,22.94,1422.0,10500,60,0.0,0,0,57.0,0.800415742,2015,1,21,-0.10041574200000003,1.14345106,184.21052631578948,1.0526315789473684,0.0,0.0,0.0,False,0.0006121351978464032
2015-01-21,Quarter3,sweing,Wednesday,Team 10,0.7,22.52,1206.0,10080,75,0.0,0,0,56.0,0.800020563,2015,1,21,-0.10002056300000006,1.1428865185714288,180.0,1.3392857142857142,0.0,0.0,0.0,False,0.0006343730675907131
2015-01-21,Quarter3,finishing,Wednesday,Team 5,0.7,4.15,773.7413793103449,2400,0,0.0,0,0,8.0,0.758173077,2015,1,21,-0.05817307700000007,1.0831043957142859,300.0,0.0,0.0,0.0,0.0,False,0.02283653846385542
2015-01-21,Quarter3,sweing,Wednesday,Team 5,0.7,20.4,1404.0,10440,50,0.0,0,0,58.0,0.750344828,2015,1,21,-0.050344828000000064,1.0719211828571429,180.0,0.8620689655172413,0.0,0.0,0.0,False,0.000634165676132522
